,CGM,Prob_Evasao,Resultado.predicted(th=0.34069),CodMec,CodTurma,IRA_1T_22,IPM_1T_22,IRA_2T_22,IPM_2T_22,IRA_3T_22,IPM_3T_22,IRA_MF_22,IPM_MF_22,IRA_1T_23,IPM_1T_23,IRA_2T_23,IPM_2T_23,IRA_3T_23,IPM_3T_23,IRA_MF_23,IPM_MF_23,NumTurmas22,NumTurmas23,NumEscolas22,NumEscolas23,NumDisciplinas22,NumDisciplinas23,Idade,Sexo,DescNre,DescMun,TipoEstab,Distancia,Aprov22,RepFreq22,RepNota22,RepNotaFreq22,SemRegistros22,contrib_Aprov22,contrib_Bairro,contrib_BolsaFamilia,contrib_CepAluno,contrib_CepEscola,contrib_Cgm,contrib_CodEncam,contrib_CodMec,contrib_CodMun,contrib_CodNre,contrib_CodTurma,contrib_CoordX,contrib_CoordY,contrib_DataNasc,contrib_DescEncam,contrib_DescEscola,contrib_DescMun,contrib_DescNre,contrib_Distancia,contrib_IPM_1T_22,contrib_IPM_1T_23,contrib_IPM_2T_22,contrib_IPM_2T_23,contrib_IPM_3T_22,contrib_IPM_3T_23,contrib_IPM_MF_22,contrib_IPM_MF_23,contrib_IRA_1T_22,contrib_IRA_1T_23,contrib_IRA_2T_22,contrib_IRA_2T_23,contrib_IRA_3T_22,contrib_IRA_3T_23,contrib_IRA_MF_22,contrib_IRA_MF_23,contrib_Idade,contrib_Lat,contrib_Long,contrib_MotivoEncerramento,contrib_MotivoFalta,contrib_Num,contrib_NumDisciplinas22,contrib_NumDisciplinas23,contrib_NumEscolas22,contrib_NumEscolas23,contrib_NumTurmas22,contrib_NumTurmas23,contrib_RepFreq22,contrib_RepNota22,contrib_RepNotaFreq22,contrib_Rua,contrib_SemRegistros22,contrib_Serie,contrib_Sexo,contrib_TFM_22,contrib_TFM_23,contrib_TF_1T_22,contrib_TF_1T_23,contrib_TF_2T_22,contrib_TF_2T_23,contrib_TF_3T_22,contrib_TF_3T_23,contrib_TipoEstab,contrib_bias
0,1011582431,0.020452725,0,41029305.0,2007103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,8.55,7.99,8.7,8.22,9.5,8.16,8.92,0.0,1.0,0.0,1.0,0.0,11.0,12.0,M,LONDRINA,IBIPORA,NORMAL,7.24,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.056690894,0.0,0.0,-0.045162667,0.0,0.0,0.0,0.0,0.0,-0.00021161011,0.025776781,0.016447525,-0.022479434,-0.0038538729,-0.025739007,-0.05656892,0.0035685464,-0.056381144,-0.007630506,-0.28092653,0.008962873,-0.10413447,-0.0034052662,-0.26912907,-0.02914746,-0.29854885,-0.009256358,-0.3630789,-0.100340106,0.0,0.0,0.0,0.0,0.0,-0.00082811416,0.020827144,-0.00919597,-0.038605902,-0.005217831,-0.029094003,0.006663402,-0.004591564,-0.0066141463,0.0,0.002664828,0.0,-0.05452495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005343046,-2.0671852
1,924407603,0.0007478014,0,41031423.0,1834085,8.28,9.25,7.9,7.85,8.91,8.65,8.36,8.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,16.0,Não informado,LONDRINA,LONDRINA,NORMAL,0.83,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20348777,0.0,0.0,-0.05934463,0.0,0.0,0.0,0.0,0.0,0.0026205177,-0.016381593,0.005732572,-0.034856237,-0.038875226,-0.116969444,-0.17534357,-0.049093835,-0.3052545,-0.03997586,-0.5829819,-0.1240642,-0.12536022,0.038704775,-0.47000587,-0.2054218,-0.6958096,0.006914724,-0.7256789,-0.15363018,0.0,0.0,0.0,0.0,0.0,0.003280591,-0.26616976,-0.036047872,-0.39641043,-0.022203363,-0.14085901,-0.008702772,-0.03473018,-0.0058818264,0.0,-0.003011769,0.0,-0.0814795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.069661185,-2.0671852
2,1008732082,0.010405558,0,41029402.0,1989372,7.43,7.6,7.59,6.95,8.0,8.75,7.67,7.77,9.06,9.1,8.46,9.3,9.08,8.35,8.86,8.92,1.0,1.0,1.0,1.0,9.0,11.0,16.0,F,LONDRINA,IBIPORA,NORMAL,3.8,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10709994,0.0,0.0,-0.049340654,0.0,0.0,0.0,0.0,0.0,0.0022862367,-0.0034461238,-0.0063404962,-0.034060456,-0.0033616757,-0.030491553,-0.08677308,-0.020389382,-0.13434903,-0.007359945,-0.272711,-0.025270678,-0.13571916,0.007011937,-0.46237582,-0.089591235,-0.33620828,-0.0001551594,-0.5033868,-0.13439149,0.0,0.0,0.0,0.0,0.0,0.0069878413,-0.019581277,-0.00514892,-0.12448624,-0.010059283,-0.034961816,0.035907637,0.0005017807,-0.010304117,0.0,0.001489138,0.0,0.107699595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022913318,-2.0671852
3,911505908,0.008073143,0,41031857.0,2117586,7.68,7.1,8.23,6.75,7.97,8.2,7.96,7.35,7.44,7.65,7.95,7.45,7.8,8.45,7.73,7.85,1.0,1.0,1.0,1.0,8.0,10.0,15.0,F,LONDRINA,LONDRINA,NORMAL,0.53,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19027106,0.0,0.0,-0.040343087,0.0,0.0,0.0,0.0,0.0,0.0030901353,0.009338044,-0.0775152,-0.04131292,-0.0144459205,-0.05189027,-0.1065688,-0.011398218,-0.14364445,-0.06873682,-0.26341957,-0.08297641,-0.11731478,-0.010047501,-0.34749195,-0.084189154,-0.39392868,0.0026989994,-0.31894445,-0.11145277,0.0,0.0,0.0,0.0,0.0,-0.0017525726,-0.08140749,-0.005489754,-0.18667142,-0.012189022,-0.037358772,-0.032893043,-0.00019816811,-0.010207197,0.0,-0.0059484597,0.0,0.11541099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02445179,-2.0671852
4,1020016678,0.0010543728,0,41028457.0,1843870,7.18,6.25,7.57,7.25,7.12,6.3,7.29,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,16.0,Não informado,LONDRINA,CAMBE,NORMAL,1.59,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19162314,0.0,0.0,-0.06132785,0.0,0.0,0.0,0.0,0.0,0.0021109588,-0.013070204,0.026443532,-0.035903834,-0.02383063,-0.11726763,-0.1714486,-0.034397304,-0.29393566,-0.057738937,-0.57186145,-0.0823454,-0.11710448,0.034254808,-0.41672388,-0.2113639,-0.65493095,-0.012655188,-0.71028256,-0.15193468,0.0,0.0,0.0,0.0,0.0,0.0023709643,-0.21042979,-0.037209056,-0.3398075,-0.023348145,-0.118332915,-0.008084264,-0.034043323,-0.0056557525,0.0,-0.0033110417,0.0,-0.08288101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058900423,-2.0671852
5,1006600073,0.042902507,0,41029925.0,1984635,7.1,7.7,6.35,6.05,7.48,6.4,6.98,6.72,5.49,6.75,7.02,7.0,5.9,7.25,6.14,7.0,1.0,1.0,1.0,1.0,8.0,10.0,17.0,M,LONDRINA,LONDRINA,NORMAL,0.41,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054802835,0.0,0.0,-0.044221066,0.0,0.0,0.0,0.0,0.0,0.0062750773,0.02392448,-0.06585975,-0.029059693,-0.0026149473,-0.053865503,-0.069785714,-0.023457607,-0.11269619,-0.032445934,-0.15802118,-0.021434637,0.046734996,-0.015275752,-0.056217335,-0.09107558,-0.2445383,-0.011018204,0.110293925,-0.02614681,0.0,0.0,0.0,0.0,0.0,-0.0007429653,-0.021017997,-0.0071291174,-0.07462809,-0.012189014,-0.01862649,-0.02979108,0.011919742,-0.008717365,0.0,-0.003961899,0.0,-0.060062636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028596658,-2.0671852
6,1010445350,0.015136156,0,41033612.0,1982236,8.18,8.2,7.27,7.55,7.93,6.8,7.79,7.52,7.7,6.4,7.62,7.65,6.69,7.4,7.34,7.15,1.0,1.0,1.0,1.0,8.0,10.0,14.0,M,LONDRINA,ROLANDIA,CIV.MIL,7.82,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027693814,0.0,0.0,-0.043366104,0.0,0.0,0.0,0.0,0.0,-0.0013772645,0.014694037,-0.015912568,-0.039929032,-0.0038467294,-0.049613964,-0.10190221,-0.01966637,-0.16216113,-0.06960006,-0.20957409,-0.042544126,-0.086178765,-0.020283412,-0.22306158,-0.10123595,-0.27623627,0.0069343676,-0.2306476,-0.08560074,0.0,0.0,0.0,0.0,0.0,-0.0015553517,-0.0370575,-0.012825126,-0.12233411,-0.016324764,-0.046404738,-0.03889802,-0.0042436584,-0.007024391,0.0,-0.005027825,0.0,-0.07298867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010132247,-2.0671852
7,1007346090,0.0069045136,0,41029402.0,1989539,8.71,7.6,8.36,6.9,8.37,7.05,8.48,7.18,8.58,8.85,8.71,9.75,9.07,9.15,8.79,9.25,1.0,1.0,1.0,1.0,9.0,13.0,15.0,M,LONDRINA,IBIPORA,NORMAL,3.8,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10840046,0.0,0.0,-0.045756366,0.0,0.0,0.0,0.0,0.0,0.0018543141,0.0046134125,-0.00993969,-0.0399021,-0.008882786,-0.045548975,-0.085262336,-0.017734757,-0.14749692,-0.05207276,-0.24428499,-0.05613584,-0.13081132,0.01432773,-0.47392288,-0.117470756,-0.35408333,-0.00062832254,-0.5352043,-0.1145505,0.0,0.0,0.0,0.0,0.0,0.0074708443,-0.042023245,-0.010301436,-0.13520272,-0.017018253,-0.040664133,-0.023986131,-0.002104278,-0.009749333,0.0,0.0010378328,0.0,-0.06135187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028038907,-2.0671852
8,1004650251,0.9551897,1,41032683.0,1981848,8.12,7.65,7.7,7.05,6.96,7.65,7.59,7.45,7.2,7.35,7.54,7.75,7.07,6.15,7.27,7.08,1.0,2.0,1.0,1.0,13.0,11.0,17.0,M,LONDRINA,LONDRINA,NORMAL,3.84,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20452172,0.0,0.0,0.0030204,0.0,0.0,0.0,0.0,0.0,0.004474731,0.06966992,0.004466466,0.22424588,0.029188348,0.06536957,0.2688398,0.09545154,0.3303806,0.06921931,0.41942245,0.098679505,0.28223902,0.07519649,0.30320862,0.16474299,0.66623247,0.02535709,0.63295865,0.045890078,0.0,0.0,0.0,0.0,0.0,0.0003125516,0.27043384,0.06796252,0.37781882,0.066525295,0.16642123,0.052234054,-0.0022715642,-0.007746764,0.0,-0.0010361358,0.0,-0.031446446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084673196,-2.0671852
9,1010479840,0.9478791,1,41144201.0,2009107,9.92,10.0,10.0,9.0,9.87,10.0,9.93,9.67,9.11,8.6,9.01,9.05,8.63,9.1,8.92,8.92,1.0,1.0,1.0,1.0,8.0,9.0,12.0,F,GUARAPUAVA,GUARAPUAVA,CAMPO,7.82,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31143355,0.0,0.0,0.016859608,0.0,0.0,0.0,0.0,0.0,-0.015043901,0.0070835203,0.0071871253,0.25383243,0.011205443,0.07218251,0.3026766,0.108191915,0.34584674,0.112744585,0.2889631,0.11989782,0.23227617,0.08299502,0.046938296,0.18121119,0.76201445,0.046479423,0.51606107,0.03483136,0.0,0.0,0.0,0.0,0.0,-0.0025679127,0.24370387,0.070533246,0.34398517,0.06699175,0.09477195,0.098361164,0.0012360386,-0.0067612794,0.0,0.001454258,0.0,0.11647232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09379687,-2.0671852
10,1010837860,0.01236951,0,41099958.0,1984076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,8.25,8.44,8.75,8.89,8.55,8.7,8.52,0.0,1.0,0.0,1.0,0.0,9.0,11.0,M,GUARAPUAVA,GUARAPUAVA,NORMAL,1.77,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0987612,0.0,0.0,-0.041005157,0.0,0.0,0.0,0.0,0.0,-0.013627598,-0.050070632,-0.009989811,-0.02500421,-0.015655855,-0.022305164,-0.022448761,0.04705976,-0.11468681,-0.037397824,-0.25653943,-0.014664964,-0.11153477,0.0017517648,-0.42533174,-0.09208672,-0.325914,-0.01136524,-0.39786878,-0.08249845,0.0,0.0,0.0,0.0,0.0,-0.0022698564,-0.09129152,0.047963005,-0.11435932,0.046539027,-0.06821614,0.053584527,0.003537808,-0.008504714,0.0,-0.0018432164,0.0,-0.05104752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007035451,-2.0671852
11,1006415284,0.004912725,0,41029151.0,1989751,8.53,8.3,8.07,9.1,8.58,9.45,8.39,8.95,9.36,9.55,9.46,9.9,9.49,9.65,9.44,9.7,1.0,1.0,1.0,1.0,8.0,10.0,14.0,M,LONDRINA,IBIPORA,CIV.MIL,4.61,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13512343,0.0,0.0,-0.052851938,0.0,0.0,0.0,0.0,0.0,0.0026800965,-0.005774679,-0.007938175,-0.030741284,-0.020969627,-0.037616063,-0.08897504,-0.02545877,-0.15412094,-0.05011514,-0.26138616,-0.066655055,-0.15983415,-0.0048620375,-0.48673308,-0.1313601,-0.38929078,-0.009786094,-0.5953887,-0.11765732,0.0,0.0,0.0,0.0,0.0,-0.0019658818,-0.07882029,-0.008654736,-0.15699853,-0.01464612,-0.06108427,-0.013263687,-0.0028554387,-0.010528413,0.0,-0.0014281229,0.0,-0.04574713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017865458,-2.0671852
12,397625460,0.99055934,1,41598024.0,2146781,6.23,5.75,6.03,6.0,7.07,6.75,6.44,6.17,6.55,7.0,6.27,6.75,0.0,0.0,4.28,4.59,1.0,3.0,1.0,1.0,13.0,9.0,20.0,M,GUARAPUAVA,CANDOI,CEEBJA,7.82,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45457032,0.0,0.0,0.0034773524,0.0,0.0,0.0,0.0,0.0,0.0047975155,-0.043917835,0.21555549,0.03243614,0.0233439,0.031108823,0.104358174,0.007636392,0.6315885,0.15315795,0.21390647,0.12346882,0.60015607,0.061340854,0.5231307,0.085765876,1.1072029,-0.005654072,1.1855206,0.4036524,0.0,0.0,0.0,0.0,0.0,-0.000108446104,0.15822168,0.008846174,0.42974582,0.0145972865,0.12455687,0.08761409,0.018559515,-0.009830782,0.0,0.010994801,0.0,-0.043056678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036876607,-2.0671852
13,1002864157,0.052501906,0,41098153.0,2015524,6.45,6.5,6.62,8.0,7.35,9.3,6.81,7.93,7.42,6.6,5.5,7.25,7.36,7.35,6.76,7.07,1.0,1.0,1.0,1.0,8.0,12.0,16.0,M,GUARAPUAVA,CANDOI,NORMAL,7.82,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06792472,0.0,0.0,-0.048863985,0.0,0.0,0.0,0.0,0.0,0.0027053785,-0.082724944,0.0012405437,-0.035161078,-0.0025995169,-0.0381725,-0.065302104,-0.018963424,-0.115546785,-0.018023398,-0.1412547,0.009991454,-0.10189715,-0.031363133,0.5114677,-0.108702965,-0.30850717,-0.008660995,0.0375031,-0.1372378,0.0,0.0,0.0,0.0,0.0,-0.0018843438,0.020357687,0.0038483508,-0.08056863,0.00043203024,-0.024281442,-0.028647799,0.008461064,-0.010558438,0.0,-0.0033445947,0.0,-0.06873894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008716549,-2.0671852
14,1003546876,0.018562375,0,41101057.0,2014724,7.2,7.35,7.27,6.4,7.28,7.3,7.25,7.02,8.3,6.5,7.84,7.7,6.68,7.1,7.61,7.1,1.0,1.0,1.0,1.0,12.0,12.0,18.0,F,GUARAPUAVA,GUARAPUAVA,CAMPO,4.24,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15734367,0.0,0.0,-0.029338064,0.0,0.0,0.0,0.0,0.0,-0.016351258,-0.081797,-0.010614692,-0.037082996,-0.0067472802,-0.046663854,-0.09629913,-0.020768596,-0.138738,-0.06447226,-0.16503885,-0.019786725,-0.023756934,-0.03215026,-0.2573257,-0.099534266,-0.20090575,-0.017641563,-0.18414195,0.0026247466,0.0,0.0,0.0,0.0,0.0,0.0016869,-0.050574236,-0.014787976,-0.124068245,-0.015501026,-0.04818998,-0.048858084,-0.0037943907,-0.010646105,0.0,-0.0017388114,0.0,0.1407295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02108022,-2.0671852
15,958912749,0.0009519425,0,41099958.0,1821210,7.39,6.25,7.2,6.1,6.56,5.6,7.05,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,16.0,Não informado,GUARAPUAVA,GUARAPUAVA,NORMAL,0.73,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21697143,0.0,0.0,-0.063028224,0.0,0.0,0.0,0.0,0.0,-0.008138802,-0.040934972,0.0083952565,-0.035789378,-0.015816526,-0.10798734,-0.17396364,-0.0406653,-0.27803191,-0.06457532,-0.5547143,-0.11125496,-0.114560656,0.005149721,-0.43512398,-0.18327108,-0.67930245,-0.014670274,-0.7023839,-0.1513979,0.0,0.0,0.0,0.0,0.0,0.0035621587,-0.2126804,-0.027391303,-0.36075273,-0.0141014615,-0.10722002,-0.0021262043,-0.029717267,-0.0055204513,0.0,-0.0028933973,0.0,-0.08349525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0674944,-2.0671852
16,1013216033,0.06260612,0,41028996.0,1978110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,8.5,7.01,5.5,8.6,8.65,7.92,7.55,0.0,1.0,0.0,1.0,0.0,9.0,12.0,F,LONDRINA,CAMBE,CIV.MIL,1.47,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019134887,0.0,0.0,-0.047964383,0.0,0.0,0.0,0.0,0.0,0.0016356946,0.011841776,-0.013010084,-0.017853497,0.004405575,-0.01738367,-0.01832857,0.0049694204,-0.01004072,0.03796389,-0.124554254,0.052506436,-0.07385511,-0.0053387987,0.15386221,-0.06675812,-0.21264653,-0.006563137,-0.20513569,-0.12117647,0.0,0.0,0.0,0.0,0.0,-0.0019871069,-0.044176348,-0.0013980521,-0.018591735,-0.0010187938,-0.021413166,0.013790476,0.0031436465,-0.0077415537,0.0,0.009803579,0.0,0.109809875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039386293,-2.0671852
17,509108986,0.0010868271,0,41100166.0,1849773,6.17,6.4,5.82,4.5,6.99,8.8,6.33,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,16.0,Não informado,GUARAPUAVA,GUARAPUAVA,NORMAL,1.35,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17894702,0.0,0.0,-0.0599686,0.0,0.0,0.0,0.0,0.0,-0.008577508,-0.04100621,0.013898589,-0.03622505,-0.023239838,-0.10269722,-0.16599117,-0.04994352,-0.2698074,-0.060270633,-0.5689931,-0.09255619,-0.115225546,0.0041658627,-0.4199762,-0.19759616,-0.6543245,-0.014659722,-0.70232874,-0.14955617,0.0,0.0,0.0,0.0,0.0,0.003472922,-0.18590938,-0.025763929,-0.3357822,-0.012495459,-0.11483927,0.0006004988,-0.029118156,-0.005572896,0.0,-0.003084073,0.0,-0.08406361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06983819,-2.0671852
18,986170359,0.99528885,1,41030460.0,2147666,7.0,0.0,8.5,0.0,0.0,0.0,5.17,0.0,8.0,8.57,9.0,7.67,0.0,0.0,5.67,5.41,1.0,2.0,1.0,1.0,1.0,2.0,28.0,F,LONDRINA,LONDRINA,NORMAL,3.84,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263665,0.0,0.0,0.0038337668,0.0,0.0,0.0,0.0,0.0,0.0032237244,0.08352892,0.18393797,0.032819986,0.01710999,0.114513814,0.060268518,0.044100694,0.68948364,0.13045011,0.1806394,0.15570834,0.63154876,0.10252533,0.2355508,0.2219425,1.1915243,0.012281211,1.1851882,0.40677774,0.0,0.0,0.0,0.0,0.0,-0.00034844532,0.32777408,0.023553569,0.5279652,0.025099965,0.13266708,0.08062799,0.013104926,0.18456246,0.0,0.0015136296,0.0,0.10588881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08455263,-2.0671852
19,1003967863,0.10080275,0,41107802.0,1985241,5.92,5.35,6.93,5.1,7.7,7.6,6.85,6.02,6.17,6.25,6.34,6.0,7.01,6.5,6.51,6.25,1.0,1.0,1.0,1.0,8.0,9.0,16.0,Não informado,,,,,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045820583,0.0,0.0,-0.023182876,0.0,0.0,0.0,0.0,0.0,0.00974387,0.046328146,0.11667848,-0.030672928,-0.0038247423,-0.02254132,0.0093237925,-0.0036952381,-0.05355285,-0.0026834772,-0.12290287,0.014207638,0.026950706,-0.022436295,0.22927445,-0.0835357,-0.20457037,-0.0042952145,0.097485214,-0.10593189,0.0,0.0,0.0,0.0,0.0,-0.0018203087,-0.051974714,-0.00041895953,0.016303029,-0.00062851474,-0.041694317,0.06528414,0.016281234,-0.008057114,0.0,0.012045473,0.0,-0.05669136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018232467,-2.0671852
20,1010617118,0.007067072,0,41029500.0,2002675,8.0,6.95,7.45,8.15,7.68,8.8,7.71,7.97,7.86,8.35,8.64,8.5,8.08,8.0,8.19,8.28,1.0,1.0,1.0,1.0,8.0,10.0,14.0,M,LONDRINA,LONDRINA,CIV.MIL,2.77,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07378527,0.0,0.0,-0.04195757,0.0,0.0,0.0,0.0,0.0,0.0037895383,0.007545062,-0.008993885,-0.03576129,-0.014131207,-0.044640098,-0.08438033,-0.026902374,-0.16947833,-0.09215855,-0.25233883,-0.06894321,-0.14417244,-0.003657201,-0.38847896,-0.10997805,-0.33818588,0.004570669,-0.46698317,-0.1243019,0.0,0.0,0.0,0.0,0.0,-0.002686135,-0.06412917,-0.012345247,-0.13238941,-0.016594505,-0.046648554,-0.041443646,-0.005404003,-0.007961618,0.0,-0.004099898,0.0,-0.063568294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00743756,-2.0671852
21,1011008204,0.011747162,0,41030460.0,1980218,7.38,6.25,8.17,7.6,8.25,7.85,7.93,7.23,7.81,6.6,7.62,6.55,8.16,8.3,7.87,7.15,1.0,1.0,1.0,1.0,8.0,10.0,16.0,Não informado,LONDRINA,LONDRINA,NORMAL,2.54,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042831488,0.0,0.0,-0.042831082,0.0,0.0,0.0,0.0,0.0,0.0037096003,0.012953231,-0.0053052222,-0.030740786,-0.003950377,-0.046487626,-0.07075202,-0.01251276,-0.12370568,-0.073314376,-0.18962038,-0.073139206,-0.13361599,0.0017094436,-0.2752238,-0.08622353,-0.35981578,-0.0006435016,-0.3427494,-0.12128159,0.0,0.0,0.0,0.0,0.0,-0.0017890672,-0.04077412,-0.0074920426,-0.12515068,-0.012841343,-0.029012952,-0.044727046,-0.004790296,-0.006567527,0.0,-0.0011963873,0.0,-0.06198324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012445352,-2.0671852
22,871526672,0.0014703886,0,41033302.0,1934530,9.31,10.0,8.92,8.6,5.37,2.0,7.87,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,16.0,Não informado,LONDRINA,LONDRINA,NORMAL,4.02,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17399333,0.0,0.0,0.002844722,0.0,0.0,0.0,0.0,0.0,0.0038770654,-0.014698281,0.031785775,-0.03186273,-0.01233388,-0.10280485,-0.16538121,-0.03515661,-0.22992204,-0.057968736,-0.55554575,-0.12142427,-0.06527214,0.055702466,-0.42187121,-0.1948963,-0.64016646,-0.008479914,-0.6713704,-0.1079198,0.0,0.0,0.0,0.0,0.0,0.003560498,-0.22543827,-0.02525251,-0.36276475,-0.014076132,-0.11408085,-0.00020957459,-0.030281585,-0.0059051295,0.0,-0.0037164474,0.0,-0.08510633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07344279,-2.0671852
23,1009267154,0.011324653,0,41031709.0,1995610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,8.5,8.91,9.25,8.89,9.0,8.5,8.92,0.0,1.0,0.0,1.0,0.0,9.0,16.0,Não informado,LONDRINA,LONDRINA,NORMAL,2.66,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12615538,0.0,0.0,-0.03880935,0.0,0.0,0.0,0.0,0.0,0.0053008567,0.012958699,-0.0023390206,-0.017317362,-0.013607679,-0.027278239,-0.052928384,-0.013536498,-0.06577545,-0.017980626,-0.28890324,0.015154011,-0.0917013,-0.007726646,-0.4321527,-0.07088995,-0.28387904,-0.011510349,-0.44258624,-0.0944792,0.0,0.0,0.0,0.0,0.0,-0.00025306793,-0.10466578,-0.011946649,-0.07880111,-0.009181,-0.04989471,0.0004327762,-0.00597088,-0.009340314,0.0,0.00094065117,0.0,-0.051881283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015494388,-2.0671852
24,1012855644,0.0172212,0,41100166.0,1981353,6.9,5.7,6.72,5.9,5.2,2.9,6.27,4.83,6.11,5.2,6.16,5.75,7.19,6.5,6.49,5.82,1.0,1.0,1.0,1.0,8.0,9.0,16.0,Não informado,GUARAPUAVA,GUARAPUAVA,NORMAL,1.35,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.111406505,0.0,0.0,-0.031551227,0.0,0.0,0.0,0.0,0.0,-0.017076725,-0.09129582,-0.018573796,-0.0318352,0.012580799,-0.060114533,-0.084437914,-0.016038343,-0.16790952,-0.09604781,-0.1544088,-0.057227492,0.0054074596,-0.030104333,0.07544538,-0.11325445,-0.3090976,-0.020617537,-0.095894866,-0.10289128,0.0,0.0,0.0,0.0,0.0,-0.0021694605,-0.09853655,-0.008866153,-0.1333174,-0.009787481,-0.04396045,-0.041386593,-0.03449661,-0.010444677,0.0,0.007722859,0.0,-0.07159039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013875168,-2.0671852
